status;invitation;relevance;lurker;recnum;code;itime;Q1;Q3a;Q5a;Q5b;Q5c;Q5d;Q5e;Q5f;Q5g;Q5h;Q5i;Q5j;Q5k;Q5l;Q5m;Q5n;Q5o;Q5p;Q5q;Q5r;Q6a;Q6b;Q6c;Q6d;Q6e;Q6f;Q6g;Q6h;Q6i;Q6j;Q6k;Q6l;Q6m;Q6n;Q6o;Q6p;Q6q;Q6r;Q7a;Q7b;Q7c;Q7d;Q7e;Q7f;Q8a;Q8b;Q8c;Q8d;Q8e;Q8f;Q9a;Q9b;Q9c;Q9d;Q10a;Q10b;Q10c;Q11a;Q11b;Q11c;Q11d;Q11e;Q11f;Q11g;Q12a;Q12b;Q12c;Q12d;Q13a;Q13b;Q13c;Q13d;Q13e;Q13f;Q13g;Q13h;Q13i;Q13j;Q14a;Q14b;Q14c;Q15a;Q17;Q18;Q19;Q20a;Q20b;Q21;Q22;Q23;Q24a;Q24b;V1B3T0;V1B3T1;V1B3T2;Q25;Q26;Q27;Q28a;Q28b;Q29;Q30;Q31;Q32a;Q32b;Q33;Q34;Q35;Q36a;Q36b;V2B2T0;V2B2T1;V2B2T2;Q37;Q38;Q39;Q40a;Q40b;Q41;Q42;Q43;Q44a;Q44b;Q45;Q46;Q47;Q48a;Q48b;V3B3T0;V3B3T1;V3B3T2;Q49;Q50;Q51;Q52a;Q52b;Q53;Q54;Q55;Q56a;Q56b;Q57;Q58;Q59;Q60a;Q60b;V4B1T0;V4B1T1;V4B1T2;Q61;Q62;Q63;Q64a;Q64b;Q65;Q66;Q67;Q68a;Q68b;Q69;Q70;Q71;Q72a;Q72b;V5B2T0;V5B2T1;V5B2T2;Q73;Q74;Q75;Q76a;Q76b;Q77;Q78;Q79;Q80a;Q80b;Q81;Q82;Q83;Q84a;Q84b;V6B1T0;V6B1T1;V6B1T2;Q85;Q86;Q87;Q88a;Q88b;Q89;Q89_3_text;Q90;Q91;Q91_2_text;Q92;Q93;Q94;Q95;Q96;Q97;Q98;random_15124694;random_15125852;random_15125933;random_15125048;random_15125972;random_15126093;random_15126095;random_15126101;random_15126105;random_15119837;random_1333244;random_1333248;random_1333252;random_1333706;random_1333708;random_1333710;random_1333713;random_1333715;random_1333717;random_1333720;random_1333722;random_1333724;random_1333727;random_1333729;random_1333731;random_1333734;random_1333736;random_1333738;t_insert;t_edit;date_0;date_1;date_2;date_3;date_4;date_5;date_6;date_7;date_8;date_9;date_10;date_11;date_12;date_13;date_14;date_15;date_16;date_17;date_18;date_19;date_20;date_21;date_22;Browser;BrowserVersion;OS;Device;Referer;Unsubscribed;Language
6;0;1;0;249;;13.05.2025;1;3;4;4;4;3;2;3;3;2;2;3;4;3;4;4;2;3;3;2;4;4;4;2;2;2;3;3;4;2;4;2;2;3;3;3;2;2;1;2;1;2;1;2;3;3;3;4;4;4;2;1;2;2;4;4;3;2;2;3;3;2;3;5;2;3;3;3;4;4;4;2;4;4;2;4;4;3;4;3;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;31;28;3;5;4;31;28;3;5;4;-2;-2;-1;48;88;6;2;7;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;33;1;-2;3;2;4;65;2;2;5;1,11,6,2,17,4,13,3,8,12,16,10,7,14,18,5,15,9;4,5,1,14,13,2,16,15,9,17,10,18,6,12,11,7,8,3;6,5,4,3,2,1;1,5,2,6,3,4;3,4,2,1;2,1,3;3,5,1,2,7,6,4;3,1,2,4;5,6,2,3,1,7,9,4,8,10;3,2,1;;;;;;;;;;V4B2T2;V4B3T1;V4B1T2;;;;;;;13.05.2025 10:33:27;13.05.2025 10:42:51;13.05.2025 10:33:39;13.05.2025 10:33:44;13.05.2025 10:33:54;13.05.2025 10:35:01;13.05.2025 10:36:01;13.05.2025 10:36:57;13.05.2025 10:37:59;13.05.2025 10:39:05;13.05.2025 10:39:47;13.05.2025 10:39:55;13.05.2025 10:39:55;;;;;13.05.2025 10:40:45;13.05.2025 10:41:16;13.05.2025 10:41:58;13.05.2025 10:41:58;;;13.05.2025 10:42:44;13.05.2025 10:42:51;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.6312.118 Mobile Safari/537.36 XiaoMi/MiuiBrowser/14.32.0-gn";Chrome 123.0;Android;Phone;0;0;Russian
6;0;1;0;250;;13.05.2025;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;50;50;4;4;4;50;50;4;4;4;-2;-2;-1;50;50;4;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;48;1;-2;5;4;2;3;3;4;7;2,11,8,16,4,1,10,13,7,12,15,18,9,5,3,17,6,14;5,7,4,9,18,11,10,15,1,12,3,13,6,14,17,8,16,2;4,1,3,2,5,6;6,4,5,1,2,3;1,3,2,4;1,2,3;1,7,6,4,2,3,5;1,3,4,2;6,10,9,1,3,4,8,2,7,5;1,3,2;;;;;;;;;;;;;V5B3T2;V5B1T0;V5B2T2;;;;13.05.2025 10:33:27;13.05.2025 10:42:40;13.05.2025 10:33:31;13.05.2025 10:33:34;13.05.2025 10:33:40;13.05.2025 10:34:03;13.05.2025 10:34:22;13.05.2025 10:34:40;13.05.2025 10:35:04;13.05.2025 10:35:30;13.05.2025 10:35:41;13.05.2025 10:35:47;13.05.2025 10:35:47;;;;;;;13.05.2025 10:36:17;13.05.2025 10:36:31;13.05.2025 10:36:41;13.05.2025 10:36:41;13.05.2025 10:42:33;13.05.2025 10:42:40;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
5;0;1;0;251;;13.05.2025;1;3;5;5;5;5;5;5;5;5;4;5;5;5;4;4;5;4;5;5;4;3;4;3;4;3;3;3;3;4;4;4;3;3;3;4;3;4;1;3;1;3;1;2;4;3;3;4;2;4;2;3;2;2;3;2;2;2;3;3;2;4;3;5;2;2;3;2;4;3;4;3;4;1;1;2;2;3;4;3;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;70;57;2;6;3;80;66;2;7;2;-2;-2;-1;0;65;6;2;7;2;-2;37;1;-2;5;3;5;63;2;2;6;15,8,13,9,18,14,17,1,12,10,16,6,2,5,4,11,3,7;7,5,13,18,17,15,11,8,3,2,9,1,16,12,4,10,6,14;6,2,1,5,4,3;3,2,5,1,6,4;2,4,1,3;3,1,2;5,3,7,2,6,1,4;1,4,2,3;10,5,7,6,3,1,2,9,4,8;2,3,1;;;;;;;;;;;;;;;;V6B3T0;V6B2T1;V6B1T2;13.05.2025 10:33:28;13.05.2025 10:48:48;13.05.2025 10:33:39;13.05.2025 10:33:42;13.05.2025 10:33:55;13.05.2025 10:35:10;13.05.2025 10:37:37;13.05.2025 10:38:35;13.05.2025 10:39:58;13.05.2025 10:42:26;13.05.2025 10:43:31;13.05.2025 10:43:39;13.05.2025 10:43:39;;;;;;;;;13.05.2025 10:45:07;13.05.2025 10:46:19;13.05.2025 10:48:48;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
5;0;1;0;252;;13.05.2025;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;4;4;5;4;5;4;5;4;4;5;5;4;3;3;3;5;3;2;3;3;3;3;3;4;3;3;2;2;5;5;5;4;4;4;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;5;4;5;5;80;78;5;4;6;55;54;4;3;4;-2;-1;-2;100;99;5;4;6;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;42;1;-2;3;3;5;68;4;2;6;2,14,6,4,16,17,15,5,9,11,10,12,13,1,8,7,18,3;5,9,12,1,6,13,17,8,4,16,18,2,11,15,14,10,7,3;4,2,5,1,6,3;4,3,1,6,5,2;2,1,3,4;1,2,3;7,3,2,6,4,5,1;1,3,2,4;6,9,4,3,2,7,10,1,5,8;2,3,1;V1B1T0;V1B2T0;V1B3T1;;;;;;;;;;;;;;;;13.05.2025 10:33:28;13.05.2025 10:49:06;13.05.2025 10:33:36;13.05.2025 10:33:42;13.05.2025 10:34:16;13.05.2025 10:35:47;13.05.2025 10:37:24;13.05.2025 10:39:06;13.05.2025 10:40:53;13.05.2025 10:42:55;13.05.2025 10:43:58;13.05.2025 10:45:48;13.05.2025 10:46:51;13.05.2025 10:47:54;13.05.2025 10:47:55;;;;;;;;;13.05.2025 10:49:06;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
6;0;1;0;253;;13.05.2025;1;3;4;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;5;4;4;3;3;3;4;4;4;3;3;4;3;3;4;3;4;3;4;4;3;3;4;3;2;3;4;4;4;4;4;3;2;2;3;4;3;2;4;3;4;3;4;4;5;2;2;4;2;4;3;4;1;1;1;1;1;1;3;4;4;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;50;1;5;3;88;79;5;3;5;-2;-1;-2;0;0;1;7;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;38;1;-2;3;2;4;49;2;3;7;2,4,13,17,10,8,3,15,14,1,6,16,12,18,7,5,11,9;3,1,8,5,9,7,11,6,2,16,14,15,17,13,18,4,12,10;1,5,4,6,3,2;6,4,2,5,3,1;1,4,2,3;3,2,1;2,4,3,5,6,7,1;2,3,1,4;6,4,7,1,9,5,8,10,2,3;3,2,1;;;;V2B1T0;V2B3T2;V2B2T1;;;;;;;;;;;;;13.05.2025 10:33:29;13.05.2025 10:44:59;13.05.2025 10:33:39;13.05.2025 10:33:43;13.05.2025 10:33:57;13.05.2025 10:34:52;13.05.2025 10:36:03;13.05.2025 10:36:37;13.05.2025 10:39:12;13.05.2025 10:40:42;13.05.2025 10:41:25;13.05.2025 10:41:29;13.05.2025 10:41:29;13.05.2025 10:42:03;13.05.2025 10:43:37;13.05.2025 10:44:15;13.05.2025 10:44:15;;;;;;;13.05.2025 10:44:55;13.05.2025 10:44:59;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";Chrome 0.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
5;0;1;0;254;;13.05.2025;1;3;5;4;5;4;4;4;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;4;4;3;3;3;4;2;2;3;4;3;4;3;3;4;5;5;4;2;3;2;3;4;3;4;4;4;5;3;3;3;3;4;3;3;1;2;1;3;3;3;3;2;4;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;10;10;2;6;2;0;20;2;5;2;-2;-1;-2;20;45;4;4;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;49;1;-2;5;3;2;39;4;4;7;8,17,6,16,2,9,12,14,11,13,5,3,7,1,15,10,4,18;13,7,5,14,10,9,18,1,6,8,12,2,17,3,16,15,11,4;1,2,4,5,3,6;2,1,6,4,3,5;3,1,4,2;3,2,1;6,2,3,7,1,4,5;1,3,4,2;4,9,10,6,7,3,8,2,5,1;1,2,3;;;;;;;V3B2T1;V3B1T2;V3B3T1;;;;;;;;;;13.05.2025 10:33:29;13.05.2025 10:40:46;13.05.2025 10:33:35;13.05.2025 10:33:37;13.05.2025 10:33:56;13.05.2025 10:34:43;13.05.2025 10:35:16;13.05.2025 10:36:01;13.05.2025 10:36:52;13.05.2025 10:37:51;13.05.2025 10:38:18;13.05.2025 10:38:25;13.05.2025 10:38:25;;;13.05.2025 10:39:05;13.05.2025 10:39:36;13.05.2025 10:40:16;13.05.2025 10:40:17;;;;;13.05.2025 10:40:46;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0";Firefox 0.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
5;0;1;0;255;;13.05.2025;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;2;4;4;4;4;2;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;3;2;5;4;85;5;2;5;3;-1;-2;-2;0;24;4;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;44;1;-2;3;3;5;13;4;4;7;7,9,14,11,1,18,6,16,15,4,8,5,2,17,10,13,3,12;10,1,9,6,4,12,16,18,13,17,14,15,8,2,5,11,7,3;6,4,3,5,1,2;5,6,4,1,3,2;3,2,1,4;2,3,1;3,5,1,2,7,4,6;3,1,2,4;1,5,10,4,3,2,8,6,9,7;3,1,2;;;;;;;;;;V4B2T0;V4B3T2;V4B1T0;;;;;;;13.05.2025 10:33:29;13.05.2025 10:43:10;13.05.2025 10:33:33;13.05.2025 10:33:37;13.05.2025 10:33:45;13.05.2025 10:35:02;13.05.2025 10:35:55;13.05.2025 10:37:02;13.05.2025 10:37:52;13.05.2025 10:38:26;13.05.2025 10:38:42;13.05.2025 10:38:54;13.05.2025 10:38:54;;;;;13.05.2025 10:40:22;13.05.2025 10:41:26;13.05.2025 10:42:03;13.05.2025 10:42:03;;;13.05.2025 10:43:10;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 YaBrowser/24.10.0.0 Safari/537.36";Chrome 128.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
6;0;1;0;256;;13.05.2025;1;3;3;4;5;5;4;5;4;5;4;4;3;4;4;3;4;5;4;3;4;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;2;4;3;2;3;3;4;3;4;4;4;5;4;3;3;3;4;4;4;4;5;3;3;3;4;4;4;4;3;4;3;2;1;2;3;4;4;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;42;3;3;4;15;58;5;4;5;-2;-1;-2;0;0;1;7;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;41;1;-2;3;3;4;19;4;4;7;9,5,13,7,8,18,2,14,10,1,12,3,17,15,11,16,4,6;3,18,4,16,14,7,12,11,9,5,8,17,10,15,13,6,1,2;2,1,3,5,4,6;6,5,4,2,1,3;2,3,1,4;3,1,2;1,6,4,5,7,2,3;4,1,2,3;2,7,10,3,5,6,9,1,8,4;2,3,1;;;;;;;;;;;;;V5B3T2;V5B1T1;V5B2T1;;;;13.05.2025 10:33:29;13.05.2025 10:45:56;13.05.2025 10:33:32;13.05.2025 10:33:35;13.05.2025 10:33:49;13.05.2025 10:38:21;13.05.2025 10:41:43;13.05.2025 10:42:15;13.05.2025 10:42:53;13.05.2025 10:43:38;13.05.2025 10:43:52;13.05.2025 10:43:55;13.05.2025 10:43:55;;;;;;;13.05.2025 10:44:24;13.05.2025 10:44:48;13.05.2025 10:45:04;13.05.2025 10:45:04;13.05.2025 10:45:52;13.05.2025 10:45:56;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";Chrome 109.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
5;0;1;0;257;;13.05.2025;1;3;4;4;3;4;3;3;4;4;4;4;4;4;5;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;2;3;3;3;4;3;4;3;3;3;3;4;4;3;3;3;3;3;3;4;5;3;4;3;4;4;4;4;3;4;3;3;4;3;3;4;3;5;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;32;47;3;5;4;77;24;3;5;4;-2;-2;-1;84;75;5;4;6;1;-2;40;1;-2;5;3;4;89;4;4;7;8,7,16,6,3,10,4,2,17,15,5,18,12,9,14,13,1,11;10,8,16,2,14,15,1,12,6,17,5,3,18,9,7,11,4,13;5,1,4,6,3,2;1,2,5,3,6,4;3,1,4,2;1,3,2;1,6,3,5,7,2,4;4,3,2,1;4,7,2,8,5,3,6,9,10,1;3,1,2;;;;;;;;;;;;;;;;V6B3T2;V6B2T0;V6B1T2;13.05.2025 10:33:29;13.05.2025 10:41:42;13.05.2025 10:34:16;13.05.2025 10:34:21;13.05.2025 10:34:44;13.05.2025 10:35:48;13.05.2025 10:36:26;13.05.2025 10:37:12;13.05.2025 10:38:03;13.05.2025 10:38:51;13.05.2025 10:39:21;13.05.2025 10:39:26;13.05.2025 10:39:27;;;;;;;;;13.05.2025 10:40:11;13.05.2025 10:40:41;13.05.2025 10:41:42;;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36";Chrome 133.0;Android;Phone;0;0;Russian
5;0;1;0;258;;13.05.2025;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;4;4;4;4;2;3;2;2;2;2;3;3;3;2;2;2;2;2;3;5;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;2;2;3;76;82;7;1;7;51;51;3;5;5;-2;-2;-1;51;51;4;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;52;1;-2;5;3;4;41;4;2;5;9,5,6,13,1,11,10,7,12,8,18,16,4,15,17,3,14,2;11,12,3,5,6,13,16,9,7,1,4,8,2,10,15,18,14,17;5,4,3,2,1,6;6,1,3,2,4,5;4,3,2,1;1,3,2;6,1,3,4,2,7,5;3,2,1,4;7,3,5,2,6,10,1,9,8,4;1,2,3;V1B1T1;V1B2T1;V1B3T2;;;;;;;;;;;;;;;;13.05.2025 10:33:30;13.05.2025 10:39:10;13.05.2025 10:33:32;13.05.2025 10:33:36;13.05.2025 10:33:46;13.05.2025 10:34:31;13.05.2025 10:35:05;13.05.2025 10:35:43;13.05.2025 10:36:25;13.05.2025 10:36:57;13.05.2025 10:37:14;13.05.2025 10:37:53;13.05.2025 10:38:18;13.05.2025 10:38:37;13.05.2025 10:38:37;;;;;;;;;13.05.2025 10:39:10;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;Russian
6;0;1;0;259;;13.05.2025;1;3;5;5;5;4;4;5;3;3;3;4;4;4;4;3;3;4;4;3;5;5;5;4;4;3;3;4;5;4;4;4;4;3;4;3;4;3;4;4;3;4;3;2;4;4;4;4;3;4;3;3;4;3;4;4;3;4;3;4;4;3;4;5;4;4;3;3;4;4;4;2;3;2;2;3;2;3;4;3;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;50;2;3;5;50;100;6;2;6;-2;-1;-2;100;0;1;7;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;41;1;-2;5;4;5;66;4;3;7;1,16,11,17,12,7,2,6,13,15,4,18,3,10,14,8,9,5;9,14,15,13,4,16,10,1,2,8,5,11,12,7,18,6,3,17;2,4,3,6,5,1;2,4,6,5,1,3;3,2,4,1;2,3,1;5,7,6,3,1,2,4;2,3,1,4;4,5,10,6,2,3,1,9,7,8;2,1,3;;;;V2B1T1;V2B3T2;V2B2T1;;;;;;;;;;;;;13.05.2025 10:33:30;13.05.2025 10:49:32;13.05.2025 10:33:33;13.05.2025 10:33:37;13.05.2025 10:33:42;13.05.2025 10:35:23;13.05.2025 10:37:17;13.05.2025 10:38:19;13.05.2025 10:39:43;13.05.2025 10:40:58;13.05.2025 10:42:31;13.05.2025 10:42:40;13.05.2025 10:42:40;13.05.2025 10:45:16;13.05.2025 10:46:39;13.05.2025 10:48:09;13.05.2025 10:48:09;;;;;;;13.05.2025 10:49:13;13.05.2025 10:49:32;"Mozilla/5.0 (Linux; arm_64; Android 11; RMX3263) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.107 YaBrowser/25.4.2.107.00 SA/3 Mobile Safari/537.36";Chrome 134.0;Android;Phone;0;0;Russian
